OBJECTID,Date,Inspector,Protection,Population,Tag_number,Year,Health,Secondary Pads,Tertiary Pads,Quaternary Pads,Length,Width,Monitor,Notes,GlobalID,x,y
511,8/20/2018 17:07,Brooke Wainwright,Rocks,Muddy,546,2016-2017,3,,,,,,2,"5 pads uprooted, 4/5 alive",7b35e3b2-fc7d-4ccc-b983-485d43b92d9d,-119.23805,35.02605317
513,8/20/2018 17:09,Brooke Wainwright,Rocks,Muddy,536,2016-2017,3,,,,,,2,"2 pads  outside rock protection, uprooted but alive",3d817040-e0f4-471a-abd5-4ad969d01009,-119.2379118,35.02599493
445,8/20/2018 16:06,Brooke Wainwright,Rocks,Muddy,512,2016-2017,4,,,,,,2,,2e554123-f9bf-477e-b0a7-ee07a9cf450c,-119.2380926,35.02537493
448,8/20/2018 16:14,Brooke Wainwright,Rocks,Muddy,515,2016-2017,4,,,,,,2,,4c856ecd-6e5f-4b18-9fe2-589da4432a33,-119.2379729,35.02568797
452,8/20/2018 16:18,Brooke Wainwright,Rocks,Muddy,519,2016-2017,4,,,,,,2,5 pads only,738d69ca-93a7-472f-a4f7-7ed2da1b1365,-119.2378439,35.02586961
454,8/20/2018 16:30,Brooke Wainwright,Rocks,Muddy,521,2016-2017,4,,,,,,2,,546ee2ad-6b91-4939-a924-42671c471e1b,-119.2376963,35.02591109
457,8/20/2018 16:36,Brooke Wainwright,Rocks,Muddy,524,2016-2017,4,,,,,,2,,694e8575-f509-4f32-a867-109b7877a59e,-119.237635,35.02600518
504,8/20/2018 17:22,Brooke Wainwright,Rocks,Muddy,528,2016-2017,4,,,,,,2,3 pads uprooted but still alive,ac0c93a4-45dd-405f-8b4e-d2acb165e93b,-119.2381405,35.02574158
509,8/20/2018 17:08,Brooke Wainwright,Rocks,Muddy,547,2016-2017,4,,,,,,2,,afa0076d-7c93-4f28-a690-6a1d7f0903a9,-119.2380815,35.02607762
510,8/20/2018 17:06,Brooke Wainwright,Rocks,Muddy,535,2016-2017,4,,,,,,2,,bb13e8d1-15c4-4059-8130-933100896166,-119.2380409,35.0260912
447,8/20/2018 16:08,Brooke Wainwright,Rocks,Muddy,514,2016-2017,5,,,,,,2,,f09b89a3-a66e-4376-87cf-94b955149aa3,-119.2379619,35.02550751
450,8/20/2018 16:15,Brooke Wainwright,Rocks,Muddy,517,2016-2017,5,,,,,,2,,dffa0f23-684c-49b4-b8a0-692d1d1d9bfc,-119.2379699,35.02573147
451,8/20/2018 16:17,Brooke Wainwright,Rebar,Muddy,518,2016-2017,5,,,,,,2,,1635e0c3-bcc4-49b2-a4c4-b6cf0b65d84f,-119.2378514,35.02577811
453,8/20/2018 16:37,Brooke Wainwright,Rocks,Muddy,520,2016-2017,5,,,,,,2,,e7bca380-4894-424a-8438-77a0990536db,-119.2376539,35.02604434
499,8/20/2018 15:52,Brooke Wainwright,Rocks,Muddy,537,2016-2017,5,,,,,,2,2017 Muddy sediment around bases of pads from flooding. 2018 tag missing,5720ef1f-3dbd-43d5-ad00-c8dbd50e75d0,-119.2380889,35.02522008
500,8/20/2018 16:24,Brooke Wainwright,Rocks,Muddy,538,2016-2017,5,,,,,,2,,801b3f08-dfae-4ae4-8412-bcc69d6c1817,-119.2377073,35.02581214
501,8/20/2018 16:13,Brooke Wainwright,Rocks,Muddy,539,2016-2017,5,,,,,,2,,ec93fb9c-5549-42f5-bb69-aba5b074caaa,-119.2377202,35.02565458
503,8/20/2018 17:24,Brooke Wainwright,Rocks,Muddy,540,2016-2017,5,,,,,,2,,b50a2a39-8249-4101-aea7-fbc780910f9d,-119.2381902,35.0256903
507,8/20/2018 17:11,Brooke Wainwright,Rocks,Muddy,532,2016-2017,5,,,,,,2,,b6de1a02-2a81-40ed-a39d-b437e2b16ce6,-119.2380303,35.02587759
508,8/20/2018 17:16,Brooke Wainwright,Rocks,Muddy,534,2016-2017,5,,,,,,2,,77183fa8-00d5-49ea-b275-cbbfb5c77f01,-119.2381827,35.02588842
280,,BW,Rocks,Salt,13,2016-2017,,,,,,,2,,978a5561-320a-4e94-9cbc-ded68b1c589c,-118.9721131,34.97725468
273,8/28/2018 20:33,Elizabeth Perez,Rocks,Salt,350,2016-2017,0,,,,,,1,all dead or missing,7e2e3273-51de-4dd1-869f-34ff301cb6df,-118.9726173,34.97693025
266,8/28/2018 20:41,Elizabeth Perez,Rocks,Salt,520,2016-2017,3,,,,,,2,,9b5558cd-ec04-442a-9ec5-e5eefee87746,-118.9728549,34.97685328
269,8/28/2018 20:47,Elizabeth Perez,Rocks,Salt,587,2016-2017,3,,,,,,2,,b38a83c5-481f-45a6-989c-c6ea279ef407,-118.9729337,34.976638
279,8/28/2018 20:12,Elizabeth Perez,Rocks,Salt,94,2016-2017,4,,,,,,2,,09ec629f-b6c6-4b95-838c-168645e96e60,-118.972152,34.97717995
267,8/28/2018 20:44,Elizabeth Perez,Rocks,Salt,573,2016-2017,5,,,,,,2,,b39a59f6-832a-4d3c-9a48-865d2db19fa7,-118.9729007,34.97677944
47,7/12/2018 21:18,Daisy Carillo,Rocks,San Emigdio,823,2016-2017,0,,,,,,2, not found,6b4ad8f7-e704-4a24-ab28-e7583aa2cd86,-119.1804551,34.99244634
63,7/31/2018 16:55,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,0,,,,,,2, super dead,b4a98074-1b0c-4ad1-810f-28d3f4158178,-119.1726564,35.01040845
56,7/31/2018 16:40,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,1,,,,,,2,,ca1c1f91-368d-442d-ba24-dc779f411e56,-119.1728789,35.01063027
78,7/21/2018 19:05,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,1,,,,,,2,,ee6de8b2-823a-4f5f-825a-295db5932b0c,-119.1857631,34.98324392
80,7/21/2018 19:07,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,1,,,,,,2,,20f1db49-8f36-49da-9918-027698789fec,-119.1857137,34.98295831
87,7/31/2018 17:46,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,1,,,,,,2,,a215317a-8150-4a2d-83c7-d95524884d23,-119.1729549,35.01014907
771,7/31/2018 17:24,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,1,,,,,,2,,8c6e6698-a38e-435a-a3e2-ec557f15c115,-119.1727522,35.01001925
68,7/31/2018 17:18,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,2,,,,,,2,,590b9545-fd26-4bf8-a762-1229f2b1d3e3,-119.1726292,35.01021637
88,7/21/2018 20:57,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,2,,,,,,2,,6571055c-a5fd-47f3-a3c3-e15c1ab1bdd8,-119.1855425,34.98363106
101,7/21/2018 20:19,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,2,,,,,,2,,5192baef-3bfa-423d-9694-c3563b67f19b,-119.1855736,34.98319681
767,7/21/2018 20:46,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,2,,,,,,2,,23c3eb48-0825-454c-9e9d-8ff0da79a936,-119.1855801,34.98351978
30,7/12/2018 20:51,Daisy Carillo,Rocks,San Emigdio,815,2016-2017,3,,,,,,2, pads missing,4da0c63f-aace-40f8-9415-5c5f55dcab68,-119.1803989,34.99254264
51,7/31/2018 16:35,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,3,,,,,,2,,0905be52-4daf-4826-92bf-b9c38ea1038c,-119.1729878,35.01047495
58,7/31/2018 16:41,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,3,,,,,,2,,1a94c262-05f3-43ae-8e43-ffdad957b5ea,-119.1727403,35.01067394
62,7/31/2018 16:45,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,3,,,,,,2,,8db965ba-cb65-4c3d-b9ea-ea2970b6f665,-119.1726991,35.01054581
67,7/31/2018 16:59,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,3,,,,,,2,,c83a46a3-c5b6-49eb-a7df-8c5b11cda243,-119.1725349,35.01029592
93,7/21/2018 20:44,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,3,,,,,,2,,d0168d31-41e5-4f97-80a3-c3adfc1877f8,-119.1854607,34.98348255
107,7/21/2018 20:07,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,3,,,,,,2,,80a7da81-df3f-4cd5-b873-512645b8911c,-119.1855141,34.98303404
44,7/12/2018 20:00,Daisy Carillo,Rocks,San Emigdio,807,2016-2017,4,,,,,,2,,e94b06c6-623a-4b80-a554-86feb8b28a46,-119.1801289,34.99244195
45,7/12/2018 20:13,Daisy Carillo,Rocks,San Emigdio,820,2016-2017,4,,,,,,2, no rebar or tag present,4cef3ecf-c5cf-4997-b33b-2fcb77b172fe,-119.1801247,34.99242878
46,7/12/2018 21:10,Daisy Carillo,Rocks,San Emigdio,824,2016-2017,4,,,,,,2,,8231cedf-6ee2-4288-aa8c-958e4866e95f,-119.1804314,34.99246174
73,7/21/2018 18:58,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,4,,,,,,2,,53aa7aae-d88d-4826-a787-4fbbce1de0f3,-119.1857496,34.98349283
90,7/21/2018 20:45,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,4,,,,,,2,,062a28d8-9839-4d68-ae1d-a8c16f7455e3,-119.1854905,34.98354186
105,7/21/2018 20:14,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,4,,,,,,2,,c4056de0-309c-4498-baf1-d521fdffdb86,-119.1856188,34.98312251
116,7/21/2018 19:59,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,4,,,,,,2,,cf3fd6f6-28f2-44a4-bcb3-cdf58b15a82a,-119.1854876,34.98302838
117,7/21/2018 19:52,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,4,,,,,,2,,642d4dc4-b146-4a70-af2c-0602ee0cf903,-119.1855004,34.98297943
794,1/8/2019 22:58,Elizabeth Perez,Rocks,San Emigdio,829,2016-2017,4,,,,,,2,,c2d562a6-882b-40ee-ae9c-f6f6914472e1,-119.1800573,34.99232378
793,1/8/2019 22:54,Elizabeth Perez,Rocks,San Emigdio,827,2016-2017,5,6,,,,,2,,7cda6a30-c69d-4505-853d-1246bc52ba61,-119.1801266,34.99235313
32,7/12/2018 21:13,Daisy Carillo,Rocks,San Emigdio,824,2016-2017,5,,,,,,2, previously tag #1,c1ef6efd-c70b-4d74-be87-a9dd2ecc9f94,-119.1803928,34.99243324
42,7/12/2018 19:59,Daisy Carillo,Rocks,San Emigdio,805,2016-2017,5,,,,,,2,,5d141408-9629-4cac-aeac-bd77c6ba09dc,-119.1801234,34.99241163
43,7/12/2018 20:15,Daisy Carillo,Rocks,San Emigdio,806,2016-2017,5,,,,,,2,,05bdaf77-96c2-4abc-9a68-b46eb42af457,-119.1801547,34.99243156
53,7/31/2018 16:39,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,5,,,,,,2,,3ae72724-8791-435b-ab02-421bbeea4741,-119.1729581,35.01056323
79,7/21/2018 19:09,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,5,,,,,,2,,ac0dc5c9-baf9-49a8-ab84-145fa1a6b4bf,-119.185742,34.98308166
81,7/31/2018 17:46,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,5,,,,,,2,,2f20ae97-f7b6-4533-a454-80f701cba870,-119.1729819,35.01035343
115,7/21/2018 19:53,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,5,,,,,,2,,0b18c323-42b1-47ff-97d7-f620f0ff0055,-119.185506,34.98301551
761,7/21/2018 19:14,Brooke Wainwright,Rocks,San Emigdio,0,2016-2017,5,,,,,,2,,2605ba33-b51c-4c0b-a737-79b19c725761,-119.1856832,34.98288134
787,1/8/2019 22:54,Brooke Wainwright,Rocks,San Emigdio,826,2016-2017,5,,,,,,,,fa7c2634-d783-4e8e-9f2a-280fa9410130,-119.1804222,34.99251124
788,1/8/2019 22:54,Brooke Wainwright,Rocks,San Emigdio,826,2016-2017,,,,,,,2,,6370ac3b-4eb8-4169-9aac-1a9d15d106d5,-119.1804103,34.99252729
789,1/8/2019 22:54,Brooke Wainwright,Rocks,San Emigdio,825,2016-2017,,,,,,,2,,e66a016d-58ab-4a78-a2df-840d8c270002,-119.1803302,34.99254753
790,1/8/2019 22:54,Brooke Wainwright,Rocks,San Emigdio,821,2016-2017,,,,,,,2,,7edc807c-8e2e-4b47-b8b7-d5ed8891ae40,-119.1804203,34.99256543
791,1/8/2019 22:54,Brooke Wainwright,Rocks,San Emigdio,821,2016-2017,,,,,,,2,,7a3e186b-2246-4a2f-b402-91b339ef1c9b,-119.1803659,34.99255437
792,1/8/2019 22:54,Brooke Wainwright,Rocks,San Emigdio,828,2016-2017,,,,,,,2,,bf542c6c-4816-4217-94ad-cb306179e1b8,-119.1801239,34.99251237
145,,DC,Rocks,Lobos,0,2016-2017,,,,,,,2,,e7560ec6-a686-4ca0-9522-4066efb9046a,-119.2191082,34.99609048
207,,DC,Rocks,Lobos,0,2016-2017,,,,,,,2,,923060ce-3650-4b0d-a25b-e0f59f4218b0,-119.2190271,34.99425755
85,,DC,Rocks,San Emigdio,0,2016-2017,,,,,,,2,,c42f0dc9-9736-4b53-931b-f6a515becfcc,-119.1728603,35.01004192
738,8/21/2018 16:55,Daisy Carillo,Rocks,Historic,0,2017-2018,3,,,,,,2,,82a9849d-352c-4aa4-971f-2b34f971ca28,-119.087792,35.01817384
753,8/21/2018 16:11,Daisy Carillo,Rocks,Historic,0,2017-2018,4,,,,,,2,,2f76dc5f-1083-4d22-9f4b-9e38c32f15b0,-119.0883271,35.0189639
734,8/21/2018 17:02,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,2a13e6e0-18f2-4241-82bf-91fb189a2ad7,-119.0875038,35.0183561
736,8/21/2018 17:06,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,8ce8b542-f367-4516-a388-0838220b8a95,-119.0873284,35.01809253
740,8/21/2018 16:51,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,b4f7c262-5a39-4970-9a12-a1d2aebee8e3,-119.0881591,35.01816111
742,8/21/2018 16:19,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,d0a50681-9ccd-44b5-a0a7-12e8486e2e3f,-119.088378,35.0184069
744,8/21/2018 16:57,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,bbcb97be-eb58-462c-b9b9-6e39d63e6c8d,-119.0877336,35.01840952
747,8/21/2018 16:17,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,9bc8628e-534f-42af-a0cf-6666ddfa0597,-119.0886241,35.01857699
748,8/21/2018 16:16,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,02e38659-2c5e-4688-9e40-c22f6c653858,-119.0884491,35.01867647
749,8/21/2018 16:15,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,4aaf5e5c-5862-4af1-b2f0-7bd85ce4af44,-119.0885142,35.01880166
750,8/21/2018 16:14,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,6eb3c2e9-d8ec-4a67-acd3-81ccfac59997,-119.0883401,35.01883162
754,8/21/2018 16:09,Daisy Carillo,Rocks,Historic,0,2017-2018,5,,,,,,2,,30e98630-acac-4c50-8022-849d24f7b66f,-119.0882529,35.01913477
661,8/13/2018 17:49,Brooke Wainwright,Rocks,Lobos,0,2017-2018,3,,,,,,2,,c28a2cf7-aa71-4808-b303-610e008ec424,-119.2193158,34.9939586
662,8/13/2018 17:41,Brooke Wainwright,Rocks,Lobos,0,2017-2018,3,,,,,,2,,3663172e-b3a8-41bc-8e28-59ec7f277167,-119.2193974,34.99382758
778,8/13/2018 17:42,Brooke Wainwright,Rocks,Lobos,0,2017-2018,3,,,,,,2,,8c02698d-964e-468b-b914-44cb754482c6,-119.2193978,34.99374108
779,8/13/2018 17:49,Brooke Wainwright,Rocks,Lobos,0,2017-2018,3,,,,,,2,,239976c9-e3a2-479d-b4c5-35b2899abe69,-119.2193662,34.99387772
660,8/13/2018 17:50,Brooke Wainwright,Rocks,Lobos,0,2017-2018,4,,,,,,2,,2a1f2fc5-e173-494b-8ebb-86310195aeb7,-119.2192491,34.99400268
667,8/13/2018 17:48,Brooke Wainwright,Rocks,Lobos,0,2017-2018,4,,,,,,2,,7536e7b1-5ce9-470a-a03b-f2d638f4441b,-119.2191949,34.99388701
669,8/13/2018 17:45,Brooke Wainwright,Rocks,Lobos,0,2017-2018,4,,,,,,2,,bde6259e-8f97-4fc3-bd0f-4ffd78563fd8,-119.2189337,34.99377525
678,8/13/2018 17:34,Brooke Wainwright,Rocks,Lobos,0,2017-2018,4,,,,,,2,,99c98c3b-1445-4113-8251-db23bb8c09a2,-119.2190246,34.99356623
663,8/13/2018 17:51,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,d54108ae-2683-496a-ac58-6f80df5f8985,-119.2190868,34.99407882
668,8/13/2018 17:47,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,4a1cb415-011a-4915-8cca-8ae41008e3d3,-119.219141,34.99380803
670,8/13/2018 17:46,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,bc9b4d4d-e107-4c29-9798-4cc874dfd828,-119.218902,34.99383651
672,8/13/2018 17:43,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,e7cde299-287f-4f26-b7a4-8835681065f5,-119.219164,34.99371176
674,8/13/2018 17:37,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,341ebebb-09d6-4d4f-9cea-be5a456f6909,-119.2188272,34.9936922
676,8/13/2018 17:30,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,226a26ef-7a73-4422-9da7-4a9b7eb45066,-119.2188485,34.99347934
679,8/13/2018 17:33,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,363c0b6f-d1f9-4eef-a725-17e0fecacf8b,-119.2191059,34.99357803
684,8/13/2018 17:39,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,2a10c3f2-31b3-457b-8959-78cd67697ceb,-119.2192068,34.99366304
685,8/13/2018 17:39,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,da724207-453b-4467-bf99-f7cc82079954,-119.2193201,34.99366488
686,8/13/2018 17:43,Brooke Wainwright,Rocks,Lobos,0,2017-2018,5,,,,,,2,,a82fa0a8-cd12-49bb-a88a-5198c9c6e8f0,-119.2192682,34.99377484
682,8/13/2018 17:54,Brooke Wainwright,Rocks,Lobos,0,2017-2018,,,,,,,2, not found,5b05e982-8cde-4cdb-b952-dcb667e6b0ff,-119.2189802,34.99394993
691,8/20/2018 16:45,Daisy Carillo,Rocks,Muddy,0,2017-2018,3,,,,,,2,,fda0f136-87f0-4e9c-9e10-f8f5b8dcf3a8,-119.2385651,35.02653429
695,8/20/2018 16:57,Daisy Carillo,Rocks,Muddy,0,2017-2018,3,,,,,,2,,64fbe21e-5f2f-4d8d-a94d-1004f1a22b8c,-119.2385098,35.02743985
708,8/20/2018 17:25,Daisy Carillo,Rocks,Muddy,0,2017-2018,3,,,,,,2,,3e417a2d-2aaf-4b82-8eb4-c658b6f69080,-119.2394216,35.0263927
697,8/20/2018 17:04,Daisy Carillo,Rocks,Muddy,0,2017-2018,4,,,,,,2,,e5a31cc8-c40c-4964-be17-e59bb640c8d1,-119.238672,35.02787062
701,8/20/2018 17:16,Daisy Carillo,Rocks,Muddy,0,2017-2018,4,,,,,,2,,e8a6d578-5e74-4c23-9dbf-6dfe0bc83e62,-119.2393942,35.02725372
702,8/20/2018 17:18,Daisy Carillo,Rocks,Muddy,0,2017-2018,4,,,,,,2,,9f89a264-5a5e-4b13-b217-9f590a555a49,-119.2393192,35.02690478
688,8/20/2018 16:40,Daisy Carillo,Rocks,Muddy,0,2017-2018,5,3,0,0,,,2,,43f431f0-fa45-4f25-9751-52404e896565,-119.2388706,35.02595242
689,8/20/2018 16:42,Daisy Carillo,Rocks,Muddy,0,2017-2018,5,,,,,,2,,fbc3ec51-4446-4b09-91e3-73b51580c6a7,-119.2387659,35.02614661
690,8/20/2018 16:44,Daisy Carillo,Rocks,Muddy,0,2017-2018,5,,,,,,2,,1d00c3e3-9ad3-47c8-8d9e-f285a21782f6,-119.2386714,35.02634075
704,8/20/2018 17:24,Daisy Carillo,Rocks,Muddy,0,2017-2018,5,,,,,,2,,26764d1c-14ef-42e5-8492-31cf74bc7b6f,-119.2391327,35.02631551
706,8/20/2018 17:29,Daisy Carillo,Rocks,Muddy,0,2017-2018,5,,,,,,2,,0fbd4626-4240-44ed-8f4e-d1f7476eb943,-119.2395424,35.02584688
709,8/20/2018 17:22,Daisy Carillo,Rocks,Muddy,0,2017-2018,5,,,,,,2,,f8b87a7f-f561-41fe-a980-b25689063497,-119.2389634,35.02662904
722,8/28/2018 20:36,Daisy Carillo,Rocks,Salt,0,2017-2018,5,0,0,0,,,2,,23dea8b1-9cb1-47f8-98dd-8624d9b89e8c,-118.9711602,34.9775468
724,8/28/2018 20:29,Daisy Carillo,Rocks,Salt,0,2017-2018,5,1,0,0,,,2,,dc77dafb-5cbb-4130-b1ac-439971a1c598,-118.9713194,34.97778041
717,8/28/2018 20:41,Daisy Carillo,Rocks,Salt,0,2017-2018,5,10,0,0,,,2,,956ea0ca-b5af-426c-8c64-38f3c033bdca,-118.9708399,34.97768775
710,8/28/2018 21:05,Daisy Carillo,Rocks,Salt,0,2017-2018,5,,,,,,2,,105f5f07-0fd2-4218-b790-f53c9f080f5d,-118.9714386,34.9769827
711,8/28/2018 21:00,Daisy Carillo,Rocks,Salt,0,2017-2018,5,,,,,,2,,8f53a476-01e1-4dbc-9135-36181802bdfe,-118.9713031,34.9772743
712,8/28/2018 21:01,Daisy Carillo,Rocks,Salt,0,2017-2018,5,,,,,,2,,72771b3b-0d13-4740-9c3a-af32df7982b3,-118.9713512,34.97740045
713,8/28/2018 20:56,Daisy Carillo,Rocks,Salt,0,2017-2018,5,,,,,,2,,5ccbe663-5c59-4f73-a03d-11e3a1f1e858,-118.9709676,34.97731906
714,8/28/2018 20:54,Daisy Carillo,Rocks,Salt,0,2017-2018,5,,,,,,2,,9bfcd402-fe17-422b-9e91-a8e15313d065,-118.9708387,34.97749402
716,8/28/2018 20:44,Daisy Carillo,Rocks,Salt,0,2017-2018,5,,,,,,2,,a586a6fa-c6fb-4f81-ad30-3fa6ef8415d6,-118.9705762,34.97764307
719,8/28/2018 20:42,Daisy Carillo,Rocks,Salt,0,2017-2018,5,,,,,,2,,193c12f6-bdec-4d9e-a42f-b24d7902ca64,-118.9707487,34.97783002
729,8/28/2018 20:15,Daisy Carillo,Rocks,Salt,0,2017-2018,5,,,,,,2,,67dafb80-1e71-4c0f-9111-fc66b37a0760,-118.9715214,34.97866095
730,8/28/2018 20:13,Daisy Carillo,Rocks,Salt,0,2017-2018,5,,,,,,2,,a2cd1697-37b7-4e7f-aa2d-0b589ab5df4e,-118.9712731,34.97872523
715,8/28/2018 20:51,Daisy Carillo,Rocks,Salt,0,2017-2018,,,,,,,1, cluster not found,f17e1e3b-7a26-4bc8-bde5-ba06a34796c7,-118.9702958,34.97797611
637,7/31/2018 17:01,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,3,,,,,,2,,85bd83b6-5b2a-4d8c-84e5-e7454dda8105,-119.1724174,35.01042147
644,7/31/2018 17:10,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,3,,,,,,2,,cea653c0-ba57-41d6-8570-6f15763d4052,-119.1719247,35.01155265
652,7/12/2018 21:04,Daisy Carillo,Rocks,San Emigdio,889,2017-2018,3,,,,,,2,,ecd72649-7399-49ae-92bf-cc80f9d53ade,-119.1803316,34.99322717
656,7/21/2018 19:30,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,3,,,,,,2,,9a22c762-925f-4c1b-a87a-456dc705b777,-119.1851478,34.98241383
658,7/21/2018 19:20,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,3,,,,,,2,,075c2a6e-c0e4-4902-84e3-02ebfda1903b,-119.1848759,34.98212932
641,7/31/2018 17:06,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,4,,,,,,2,,12208bc6-477c-4a5c-8395-e5c53be27390,-119.1721168,35.0109782
653,7/21/2018 19:16,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,4,,,,,,2,,ad808799-5054-444f-ab3f-a687c44b9f93,-119.1854759,34.98264821
654,7/21/2018 19:17,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,4,,,,,,2,,acf3ef81-dd0b-4825-94de-646355593e94,-119.1854239,34.98251714
638,7/31/2018 17:02,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,5,,,,,,2,,91096a0a-921a-4ebd-81d0-fb8bc24cb5aa,-119.172355,35.010534
643,7/31/2018 17:09,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,5,,,,,,2,,9ba5e504-6e51-4f62-a654-44f3355b59a8,-119.1720022,35.01138269
645,7/31/2018 17:11,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,5,,,,,,2,,52064fbf-ceb5-480d-b311-d4942c09f62a,-119.1719039,35.01178642
646,7/31/2018 17:12,Brooke Wainwright,Rocks,San Emigdio,0,2017-2018,5,,,,,,2,,a9c728ee-3b07-45c7-a7db-24f3345776a0,-119.1718589,35.01199329
648,7/12/2018 21:07,Daisy Carillo,Rocks,San Emigdio,897,2017-2018,5,,,,,,2,,a1713345-813c-46df-9ec3-bb853d52cdfb,-119.180367,34.99310513
707,,DC,Rocks,Muddy,0,2017-2018,,,,,,,,,b51b4d60-c5c3-4ce9-820b-ddaed68c0da1,-119.239583,35.02605012
352,,JV,Rocks,Historic,0,,,,,,,,0,RE-VISIT,e7a1eb6e-e7a2-443b-a0f1-cc1befaee2e7,-119.0874942,35.01993526
372,,JV,Rocks,Historic,0,,,,,,,,0,RE-VISIT. this year?,7f7a5d07-8245-44c6-b7b0-88c0ceedd27b,-119.0874313,35.01931943
399,,JV,Rebar,Historic,0,,,,,,,,0,RE-VISIT. no tag,bc3d7b77-5a35-466f-b96d-93c080277390,-119.0870182,35.01972496
313,,DC,Rocks,Salt,0,,,,,,,,0,"RE-VISIT. unsure of year, straight  rebar",b3a7b0d9-918d-47c0-af0f-4b0844ac8261,-118.9722147,34.97648419
316,,DC,Rocks,Salt,0,,,,,,,,0,"RE-VISIT. straight rebar, no tag",3e3c856b-4d7b-4fdb-9f54-c0c39c508592,-118.9720464,34.97666032
20,,GA,Rocks,San Emigdio,0,,,,,,,,0,"RE-VISIT. most of rock protection missing, no tag, no rebar year indicator",fd5cce61-ed21-456b-9167-7b98061e3e8f,-119.1804833,34.99266733
21,,GA,Rocks,San Emigdio,17,,,,,,,,0,"RE-VISIT. most of rock protection missing, no rebar year indicator",b5a8ead7-8e74-48d8-9e43-2cb0d17ab6c0,-119.1804995,34.99271051
35,,TB,Rocks and Rebar,San Emigdio,0,,,,,,,,0,RE-VISIT. rebar removed,449dda8c-03a9-463c-b038-ed869796b140,-119.1803095,34.99239588
112,,BW,Rocks,San Emigdio,0,,,,,,,,0,"RE-VISIT. 7 pads, lots of secondary growth, no rebar or tags. looks too old to be planted 2016",c91d93b1-aff9-420b-98d2-3898d1966381,-119.185511,34.98300611
762,7/21/2018 19:44,Brooke Wainwright,None,San Emigdio,0,,4,,,,,,0,"unknown planting year, no rebar or tag  ",fdcd0603-25aa-4ebb-953a-c5e649f3fa11,-119.1855398,34.98287487
